Date,PlantID,ProductID,ScenarioID,ProducedUnits,DefectiveUnits,GoodUnits,UnitsSold,SellingPricePerUnit,DiscountPct,RawMaterialCostPerUnit,LaborCostPerUnit,OverheadCostPerUnit,EnergyCostPerUnit,MaintenanceCostPerUnit,DowntimeHours,GrossRevenue,DiscountAmount,NetRevenue,RawMaterialCostTotal,LaborCostTotal,OverheadCostTotal,EnergyCostTotal,MaintenanceCostTotal,DefectLoss,TotalCost,Profit,EfficiencyPct,CapacityUtilizationPct
2024-01-03,P02,PR02,S00,345,13,332,326,6002.18,0.0309,2718.96,847.09,597.89,81.12,49.25,3.14,1956710.68,60462.36,1896248.32,938041.2,292246.05,206272.05,27986.4,16991.25,49079.05,1530616.0,365632.32,0.8364,0.9857
2024-01-03,P02,PR03,S00,308,14,294,267,10250.2,0.0417,4541.47,1157.85,788.96,132.07,65.62,2.03,2736803.4,114124.7,2622678.7,1398772.76,356617.8,242999.68,40677.56,20210.96,83656.38,2142935.14,479743.56,0.8738,1
2024-01-03,P02,PR04,S00,281,8,273,268,7605.78,0.0475,2958.86,919.19,629.26,89.88,49.61,1.7,2038349.04,96821.58,1941527.46,831439.66,258292.39,176822.06,25256.28,13940.41,32786.33,1338537.13,602990.33,0.9027,0.8646
2024-01-03,P03,PR01,S00,370,14,356,326,9186.15,0.0343,3824.67,976.87,722.08,109.51,59.39,3.99,2994684.9,102717.69,2891967.21,1415127.9,361441.9,267169.6,40518.7,21974.3,70759.75,2176992.15,714975.06,0.8022,1
2024-01-03,P03,PR02,S00,349,7,342,330,5986.17,0.0297,2782.84,861.11,586.43,82.01,48.1,2.63,1975436.1,58670.45,1916765.65,971211.16,300527.39,204664.07,28621.49,16786.9,26944.4,1548755.41,368010.24,0.8726,0.9233
2024-01-03,P03,PR03,S00,314,12,302,281,9648.4,0.0488,4252.88,1143.95,805.38,118.68,63.7,3.4,2711200.4,132306.58,2578893.82,1335404.32,359200.3,252889.32,37265.52,20001.8,68144.56,2072905.82,505988.0,0.8255,1
2024-01-03,P03,PR04,S00,320,5,315,303,7555.02,0.0521,3090.05,894.67,631.62,82.39,47.41,1.03,2289171.06,119265.81,2169905.25,988816.0,286294.4,202118.4,26364.8,15171.2,21028.94,1539793.74,630111.51,0.9421,0.9117
2024-01-04,P01,PR01,S00,369,8,361,340,8688.15,0.0388,4055.18,982.0,694.53,107.44,61.93,1.05,2953971.0,114614.07,2839356.93,1496361.42,362358.0,256281.57,39645.36,22852.17,42242.12,2219740.64,619616.29,0.9355,1
2024-01-04,P01,PR02,S00,405,7,398,386,6451.25,0.0588,2545.93,838.04,561.52,70.76,43.01,3.19,2490182.5,146422.73,2343759.77,1031101.65,339406.2,227415.6,28657.8,17419.05,25063.51,1669063.81,674695.96,0.8521,0.9975
2024-01-04,P01,PR03,S00,382,14,368,353,9519.6,0.0292,4221.39,1175.86,779.91,122.82,71.81,3.04,3360418.8,98124.23,3262294.57,1612570.98,449178.52,297925.62,46917.24,27431.42,79383.06,2513406.84,748887.73,0.8413,1
2024-01-04,P01,PR04,S00,351,8,343,339,7250.22,0.0392,2869.59,890.94,645.94,82.19,51.18,1.21,2457824.58,96346.72,2361477.86,1007226.09,312719.94,226724.94,28848.69,17964.18,31892.87,1625376.71,736101.15,0.9279,0.931
2024-01-04,P02,PR01,S00,314,9,305,302,9118.09,0.0168,3859.36,984.62,729.92,114.59,63.29,3.41,2753663.18,46261.54,2707401.64,1211839.04,309170.68,229194.88,35981.26,19873.06,45895.07,1851953.99,855447.65,0.8333,1
2024-01-04,P02,PR02,S00,319,8,311,298,6515.71,0.0463,2646.2,867.12,561.0,71.59,42.55,1.27,1941681.58,89899.86,1851781.72,844137.8,276611.28,178959.0,22837.21,13573.45,29677.36,1365796.1,485985.62,0.9233,0.9114
2024-01-04,P02,PR03,S00,276,12,264,241,9559.3,0.0269,4120.9,1153.0,799.75,115.48,61.17,1.72,2303791.3,61971.99,2241819.31,1137368.4,318228.0,220731.0,31872.48,16882.92,66645.75,1791728.55,450090.76,0.888,1
2024-01-04,P02,PR04,S00,305,11,294,284,7518.53,0.0238,3148.58,900.39,606.95,87.44,53.87,0.88,2135262.52,50819.25,2084443.27,960316.9,274618.95,185119.75,26669.2,16430.35,46875.43,1510030.58,574412.69,0.9286,0.9385
2024-01-04,P03,PR01,S00,363,10,353,342,8787.65,0.0266,3718.39,954.62,701.52,102.83,60.2,3.1,3005376.3,79943.01,2925433.29,1349775.57,346527.06,254651.76,37327.29,21852.6,49185.42,2059319.7,866113.59,0.8468,1
2024-01-04,P03,PR02,S00,350,10,340,310,6416.22,0.0495,2479.11,851.29,575.61,67.33,44.35,1.82,1989028.2,98456.9,1890571.3,867688.5,297951.5,201463.5,23565.5,15522.5,35318.64,1441510.14,449061.16,0.8978,0.9259
2024-01-04,P03,PR03,S00,298,10,288,269,9538.17,0.0232,4296.93,1184.68,817.42,117.63,61.36,1.92,2565767.73,59525.81,2506241.92,1280485.14,353034.64,243591.16,35053.74,18285.28,57677.07,1988127.03,518114.89,0.8891,1
2024-01-04,P03,PR04,S00,311,2,309,288,7354.91,0.0191,3154.68,919.93,656.65,95.23,47.44,3.55,2118214.08,40457.89,2077756.19,981105.48,286098.23,204218.15,29616.53,14753.84,8608.88,1524401.11,553355.08,0.8466,0.886
2024-01-05,P01,PR01,S00,336,10,326,314,8804.72,0.0397,3988.85,934.25,726.26,115.84,54.39,2.47,2764682.08,109757.88,2654924.2,1340253.6,313908.0,244023.36,38922.24,18275.04,51772.91,2007155.15,647769.05,0.8704,0.9655
2024-01-05,P01,PR02,S00,419,11,408,368,6201.19,0.0334,2698.94,889.66,578.7,79.42,41.16,3.57,2282037.92,76220.07,2205817.85,1130855.86,372767.54,242475.3,33276.98,17246.04,41702.6,1838324.32,367493.53,0.8289,1
2024-01-05,P01,PR03,S00,369,11,358,348,10226.62,0.0288,4634.97,1187.5,790.37,128.46,69.58,1.91,3558863.76,102495.28,3456368.48,1710303.93,438187.5,291646.53,47401.74,25675.02,67090.09,2580304.81,876063.67,0.893,1
2024-01-05,P01,PR04,S00,381,7,374,365,6923.59,0.0595,3224.71,918.76,649.67,94.15,51.07,1.93,2527110.35,150363.07,2376747.28,1228614.51,350047.56,247524.27,35871.15,19457.67,30595.98,1912111.14,464636.14,0.9027,1
2024-01-05,P02,PR01,S00,317,9,308,300,8780.03,0.019,3971.13,941.9,741.64,116.81,53.96,2.9,2634009.0,50046.17,2583962.83,1258848.21,298582.3,235099.88,37028.77,17105.32,46553.44,1893217.92,690744.91,0.8542,1
2024-01-05,P02,PR02,S00,344,9,335,320,6247.64,0.0518,2479.7,882.36,562.99,68.86,46.67,2.3,1999244.8,103560.88,1895683.92,853016.8,303531.84,193668.56,23687.84,16054.48,32031.96,1421991.48,473692.44,0.8805,0.9829
2024-01-05,P02,PR03,S00,279,8,271,251,9320.94,0.041,4487.52,1160.45,823.69,129.5,72.27,3.22,2339555.94,95921.79,2243634.15,1252018.08,323765.55,229809.51,36130.5,20163.33,47490.09,1909377.06,334257.09,0.841,1
2024-01-05,P02,PR04,S00,308,9,299,275,7387.9,0.0286,2969.42,914.87,634.88,85.35,48.3,2.08,2031672.5,58105.83,1973566.67,914581.36,281779.96,195543.04,26287.8,14876.4,36958.48,1470027.04,503539.63,0.8866,0.9477
2024-01-05,P03,PR01,S00,354,13,341,315,8505.59,0.0421,3669.06,962.23,727.24,99.97,53.37,1.52,2679260.85,112796.88,2566463.97,1298847.24,340629.42,257442.96,35389.38,18892.98,63515.71,2014717.69,551746.28,0.9023,1
2024-01-05,P03,PR02,S00,354,8,346,328,6181.12,0.0,2503.98,837.7,566.47,69.2,37.76,2.6,2027407.36,0.0,2027407.36,886408.92,296545.8,200530.38,24496.8,13367.04,28319.56,1449668.5,577738.86,0.8715,0.9365
2024-01-05,P03,PR03,S00,323,16,307,292,10061.82,0.0562,4359.4,1195.79,802.36,122.35,68.19,1.83,2938051.44,165118.49,2772932.95,1408086.2,386240.17,259162.28,39519.05,22025.37,93376.26,2208409.33,564523.62,0.878,1
2024-01-05,P03,PR04,S00,322,13,309,292,7491.12,0.0463,3006.28,878.33,650.66,81.26,44.64,3.49,2187407.04,101276.95,2086130.09,968022.16,282822.26,209512.52,26165.72,14374.08,53460.43,1554357.17,531772.92,0.8201,0.9174
2024-01-06,P01,PR01,S00,323,15,308,280,8996.57,0.0142,3721.49,961.22,709.84,104.47,62.93,1.25,2519039.6,35770.36,2483269.24,1202041.27,310474.06,229278.32,33743.81,20326.39,73967.31,1869831.16,613438.08,0.9039,0.9282
2024-01-06,P01,PR02,S00,370,8,362,346,6497.88,0.0546,2790.29,838.63,558.15,80.93,41.96,1.21,2248266.48,122755.35,2125511.13,1032407.3,310293.1,206515.5,29944.1,15525.2,30594.18,1625279.38,500231.75,0.9291,0.9113
2024-01-06,P01,PR03,S00,284,9,275,259,9950.13,0.0322,4480.19,1180.17,799.05,128.87,77.36,2.26,2577083.67,82982.09,2494101.58,1272373.96,335168.28,226930.2,36599.08,21970.24,53460.25,1946502.01,547599.57,0.8771,0.8903
2024-01-06,P01,PR04,S00,345,7,338,334,7176.71,0.0194,3062.38,919.63,658.96,91.41,44.99,2.83,2397021.14,46502.21,2350518.93,1056521.1,317272.35,227341.2,31536.45,15521.55,29488.52,1677681.17,672837.76,0.8642,0.9151
2024-01-06,P02,PR01,S00,241,9,232,221,8541.2,0.0513,3955.67,993.14,715.27,111.18,54.67,1.67,1887605.2,96834.15,1790771.05,953316.47,239346.74,172380.07,26794.38,13175.47,46792.39,1451805.52,338965.53,0.8957,0.8033
2024-01-06,P02,PR02,S00,248,5,243,224,6048.29,0.0405,2795.13,881.35,583.68,84.42,52.41,3.17,1354816.96,54870.09,1299946.87,693192.24,218574.8,144752.64,20936.16,12997.68,19403.84,1109857.36,190089.51,0.8504,0.7086
2024-01-06,P02,PR03,S00,255,9,246,239,9817.2,0.0156,4186.45,1169.35,808.43,118.41,60.21,2.17,2346310.8,36602.45,2309708.35,1067544.75,298184.25,206149.65,30194.55,15353.55,50748.75,1668175.5,641532.85,0.8775,0.9273
2024-01-06,P02,PR04,S00,256,6,250,245,7101.2,0.0543,3120.53,893.75,646.08,92.6,50.92,0.57,1739794.0,94470.81,1645323.19,798855.68,228800.0,165396.48,23705.6,13035.52,25442.45,1255235.73,390087.46,0.9534,0.7877
2024-01-06,P03,PR01,S00,286,9,277,274,8651.8,0.0,3934.88,962.74,712.46,106.27,58.04,1.89,2370593.2,0.0,2370593.2,1125375.68,275343.64,203763.56,30393.22,16599.44,46322.83,1697798.37,672794.83,0.8923,0.8827
2024-01-06,P03,PR02,S00,320,6,314,288,6365.61,0.017,2783.55,854.29,581.7,75.63,51.36,1.95,1833295.68,31166.03,1802129.65,890736.0,273372.8,186144.0,24201.6,16435.2,23048.61,1413938.21,388191.44,0.9015,0.8466
2024-01-06,P03,PR03,S00,281,11,270,257,9905.33,0.074,4595.33,1157.95,780.11,133.95,70.81,2.24,2545669.81,188379.57,2357290.24,1291287.73,325383.95,219210.91,37639.95,19897.61,66289.5,1959709.65,397580.59,0.8712,0.9461
2024-01-06,P03,PR04,S00,308,7,301,294,7616.35,0.0343,2945.06,912.69,641.22,89.06,49.0,3.75,2239206.9,76804.8,2162402.1,907078.48,281108.52,197495.76,27430.48,15092.0,28575.24,1456780.48,705621.62,0.8246,0.8775
2024-01-07,P01,PR01,S00,343,8,335,326,8662.1,0.0514,4015.35,943.0,712.22,113.99,67.85,2.68,2823844.6,145145.61,2678698.99,1377265.05,323449.0,244291.46,39098.57,23272.55,41661.02,2049037.65,629661.34,0.8676,0.9856
2024-01-07,P01,PR02,S00,334,9,325,303,6367.48,0.05,2653.68,855.46,565.65,72.92,46.89,1.77,1929346.44,96467.32,1832879.12,886329.12,285723.64,188927.1,24355.28,15661.26,33364.06,1434360.46,398518.66,0.9013,0.8227
2024-01-07,P01,PR03,S00,307,13,294,265,10112.79,0.0274,4300.82,1176.56,820.33,129.11,68.13,2.36,2679889.35,73428.97,2606460.38,1320351.74,361203.92,251841.31,39636.77,20915.91,74938.44,2068888.09,537572.29,0.8635,0.9624
2024-01-07,P01,PR04,S00,294,5,289,283,7532.36,0.0347,3021.72,910.87,625.08,88.65,48.56,0.62,2131657.88,73968.53,2057689.35,888385.68,267795.78,183773.52,26063.1,14276.64,20756.84,1401051.56,656637.79,0.9576,0.7798
2024-01-07,P02,PR01,S00,266,9,257,254,8589.0,0.0273,4030.77,986.28,741.08,111.82,58.78,2.77,2181606.0,59557.84,2122048.16,1072184.82,262350.48,197127.28,29744.12,15635.48,47487.85,1624530.03,497518.13,0.8547,0.8867
2024-01-07,P02,PR02,S00,284,8,276,249,6032.42,0.0046,2683.33,887.12,588.01,79.48,44.95,0.98,1502072.58,6909.53,1495163.05,762065.72,251942.08,166994.84,22572.32,12765.8,30210.03,1246550.79,248612.26,0.9321,0.8114
2024-01-07,P02,PR03,S00,225,6,219,206,10058.13,0.0388,4530.04,1142.49,784.68,121.14,70.38,0.98,2071974.78,80392.62,1991582.16,1019259.0,257060.25,176553.0,27256.5,15835.5,35683.01,1531647.26,459934.9,0.9336,0.8182
2024-01-07,P02,PR04,S00,267,8,259,235,7529.7,0.0262,3091.69,890.34,654.09,84.37,49.47,2.04,1769479.5,46360.36,1723119.14,825481.23,237720.78,174642.03,22526.79,13208.49,33687.69,1307267.01,415852.13,0.8876,0.8215
2024-01-07,P03,PR01,S00,273,8,265,258,9127.46,0.0311,3828.21,947.76,723.36,110.08,57.59,2.2,2354884.68,73236.91,2281647.77,1045101.33,258738.48,197477.28,30051.84,15722.07,40233.17,1587324.17,694323.6,0.8817,0.8426
2024-01-07,P03,PR02,S00,287,8,279,261,6319.86,0.0267,2550.18,863.39,575.52,78.11,41.65,1.73,1649483.46,44041.21,1605442.25,731901.66,247792.93,165174.24,22417.57,11953.55,28920.02,1208159.97,397282.28,0.9021,0.7593
2024-01-07,P03,PR03,S00,300,9,291,277,10049.29,0.0348,4423.98,1161.2,820.55,121.34,74.19,1.81,2783653.33,96871.14,2686782.19,1327194.0,348360.0,246165.0,36402.0,22257.0,52851.35,2033229.35,653552.84,0.8968,1
2024-01-07,P03,PR04,S00,300,7,293,280,7376.79,0.0521,3131.16,920.46,649.97,90.82,55.98,1.91,2065501.2,107612.61,1957888.59,939348.0,276138.0,194991.0,27246.0,16794.0,29953.77,1484470.77,473417.82,0.8989,0.8547
2024-01-08,P01,PR01,S00,379,13,366,349,8965.87,0.0456,3979.26,934.85,703.64,112.25,66.85,2.65,3129088.63,142686.44,2986402.19,1508139.54,354308.15,266679.56,42542.75,25336.15,67084.99,2264091.14,722311.05,0.8591,1
2024-01-08,P01,PR02,S00,390,13,377,348,6556.51,0.0204,2632.86,879.34,591.93,74.25,40.79,3.4,2281665.48,46545.98,2235119.5,1026815.4,342942.6,230852.7,28957.5,15908.1,48351.88,1693828.18,541291.32,0.8297,0.9606
2024-01-08,P01,PR03,S00,383,17,366,359,10090.71,0.0739,4534.76,1149.15,835.68,119.84,70.66,4.49,3622564.89,267707.55,3354857.34,1736813.08,440124.45,320065.44,45898.72,27062.78,101598.77,2671563.24,683294.1,0.7768,1
2024-01-08,P01,PR04,S00,372,8,364,347,7491.35,0.0152,3216.71,880.8,628.06,85.64,55.81,2.7,2599498.45,39512.38,2559986.07,1196616.12,327657.6,233638.32,31858.08,20761.32,34538.65,1845070.09,714915.98,0.8684,0.9867
2024-01-08,P02,PR01,S00,302,8,294,266,9053.43,0.0457,3811.7,932.12,751.12,105.45,58.07,3.55,2408212.38,110055.31,2298157.07,1151133.4,281500.24,226838.24,31845.9,17537.14,40053.7,1748908.62,549248.45,0.8295,1
2024-01-08,P02,PR02,S00,289,8,281,265,6449.65,0.0297,2721.18,888.83,574.12,80.2,42.23,2.59,1709157.25,50761.97,1658395.28,786421.02,256871.87,165920.68,23177.8,12204.47,30487.62,1275083.46,383311.82,0.8674,0.8257
2024-01-08,P02,PR03,S00,279,11,268,251,10335.74,0.0491,4332.85,1202.95,834.23,116.35,72.2,3.85,2594270.74,127378.69,2466892.05,1208865.15,335623.05,232750.17,32461.65,20143.8,64105.59,1893949.41,572942.64,0.8065,1
2024-01-08,P02,PR04,S00,308,10,298,279,6990.33,0.033,2897.64,934.06,640.89,85.02,50.54,3.18,1950302.07,64359.97,1885942.1,892473.12,287690.48,197394.12,26186.16,15566.32,40560.11,1459870.31,426071.79,0.8393,0.9477
2024-01-08,P03,PR01,S00,339,10,329,303,8385.51,0.0298,3987.99,937.24,721.1,117.49,57.58,4.57,2540809.53,75716.12,2465093.41,1351928.61,317724.36,244452.9,39829.11,19519.62,51776.15,2025230.75,439862.66,0.7857,1
2024-01-08,P03,PR02,S00,325,8,317,311,6085.27,0.0343,2513.94,841.54,565.83,73.9,38.04,2.87,1892518.97,64913.4,1827605.57,817030.5,273500.5,183894.75,24017.5,12363.0,28428.16,1339234.41,488371.16,0.8587,0.8598
2024-01-08,P03,PR03,S00,285,8,277,257,9497.84,0.0584,4379.08,1184.1,807.33,127.81,69.38,3.16,2440944.88,142551.18,2298393.7,1248037.8,337468.5,230089.05,36425.85,19773.3,46765.96,1918560.46,379833.24,0.844,0.9596
2024-01-08,P03,PR04,S00,312,4,308,278,7460.32,0.0341,3188.12,910.54,642.9,96.08,45.84,3.48,2073968.96,70722.34,2003246.62,994693.44,284088.48,200584.8,29976.96,14302.08,17294.7,1540940.46,462306.16,0.844,0.8889
2024-01-09,P01,PR01,S00,365,12,353,334,9135.58,0.0405,3910.5,926.49,699.95,111.76,59.77,1.08,3051283.72,123576.99,2927706.73,1427332.5,338168.85,255481.75,40792.4,21816.05,60983.67,2144575.22,783131.51,0.9236,1
2024-01-09,P01,PR02,S00,372,12,360,339,6404.56,0.0344,2503.52,872.22,590.24,73.91,46.4,2.36,2171145.84,74687.42,2096458.42,931309.44,324465.84,219569.28,27494.52,17260.8,42987.89,1563087.77,533370.65,0.8726,0.9163
2024-01-09,P01,PR03,S00,364,14,350,322,9675.37,0.0201,4138.15,1154.76,812.1,115.48,60.49,2.42,3115469.14,62620.93,3052848.21,1506286.6,420332.64,295604.4,42034.72,22018.36,78080.03,2364356.75,688491.46,0.8646,1
2024-01-09,P01,PR04,S00,406,15,391,355,6916.48,0.0466,3138.13,931.45,641.0,90.38,52.03,2.47,2455350.4,114419.33,2340931.07,1274080.78,378168.7,260246.0,36694.28,21124.18,64408.95,2034722.89,306208.18,0.8639,1
2024-01-09,P02,PR01,S00,287,9,278,267,8983.02,0.0512,4088.39,967.13,715.73,115.78,57.41,2.8,2398466.34,122801.48,2275664.86,1173367.93,277566.31,205414.51,33228.86,16476.67,47754.23,1753808.51,521856.35,0.8556,0.9567
2024-01-09,P02,PR02,S00,323,9,314,307,6239.72,0.0421,2727.76,863.54,581.4,81.52,50.95,1.14,1915594.04,80646.51,1834947.53,881066.48,278923.42,187792.2,26330.96,16456.85,34153.11,1424723.02,410224.51,0.926,0.9229
2024-01-09,P02,PR03,S00,301,9,292,263,10311.55,0.0407,4185.85,1180.15,782.91,115.71,59.02,1.22,2711937.65,110375.86,2601561.79,1259940.85,355225.15,235655.91,34828.71,17765.02,50760.17,1954175.81,647385.98,0.9208,1
2024-01-09,P02,PR04,S00,326,7,319,291,7341.47,0.0289,2861.96,926.72,620.39,81.23,46.46,1.58,2136367.77,61741.03,2074626.74,932998.96,302110.72,202247.14,26480.98,15145.96,28040.72,1507024.48,567602.26,0.9141,1
2024-01-09,P03,PR01,S00,322,6,316,301,8346.3,0.0433,3915.21,972.72,705.63,112.38,59.86,1.92,2512236.3,108779.83,2403456.47,1260697.62,313215.84,227212.86,36186.36,19274.92,30809.4,1887397.0,516059.47,0.9029,0.9938
